%Longitude	Latitude	Mean Vel (mm/yr)	Stand Dev  V (mm/yr)
-123.871	46.942	0.562659824	1.02
-123.625	46.976371	0.7933	1.025203976
-122.5977	47.174685	-0.4015	1.034882528
-123.812	46.952	0.062659824	1.04
-122.511	47.143571	-0.3664	1.042203001
-122.3774	47.240677	-0.6296	1.04475504
-122.6032	47.172111	-0.4278	1.04702155
-122.3761	47.240574	-0.7699	1.048587302
-123.853	46.972	1.362659824	1.06
-122.3142	47.273	-0.207154637	1.066933026
-123.625	46.976359	0.7219	1.070021856
-123.812	46.973	0.792659824	1.08
-124.355	47.895	1.112659824	1.08
-123.812	46.973	0.832659824	1.1
-124.258	47.81	2.88	1.11
-122.3347	47.2477	-0.710954637	1.117744852
-122.3339	47.2461	-0.724554637	1.120889593
-122.6317	47.138231	-0.4278	1.128328954
-123.885	46.988	1.242659824	1.14
-123.6437	46.976523	0.329	1.142957894
-123.9125	46.04694	2.782659824	1.15
-123.6883	46.973946	0.2219	1.150820359
-123.5175	46.992632	0.3111	1.153620883
-123.911	47.014	1.162659824	1.16
-121.5947	47.220572	-0.3723	1.165349518
-121.5135	47.205784	-0.3801	1.175351044
-121.612	47.225606	-0.4276	1.176611463
-123.922	47.031	1.082659824	1.18
-123.91	46.02444	2.632659824	1.19
-123.924	47.05	1.022659824	1.2
-124.322	47.752	1.952659824	1.2
-122.1897	47.9774	-0.482854637	1.213666073
-122.1897	47.9774	-0.387554637	1.213666073
-121.4799	47.209706	-0.4152	1.2164477
-123.90972	46.01056	2.802659824	1.22
-123.918	47.075	1.372659824	1.23
-124.349	47.738	1.472659824	1.23
-124.387	47.727	-0.327340176	1.26
-123.6739	46.975017	0.8469	1.263513975
-123.88	47.155	1.392659824	1.29
-123.951	47.198	1.572659824	1.31
-123.6857	46.974086	0.329	1.310839592
-122.183	48.0487	-0.210854637	1.353274288
-122.1843	48.0503	-0.231254637	1.355564808
-123.968	47.233	1.632659824	1.36
-123.405	47.000514	0.0433	1.379081096
-124.385	47.652	-0.03	1.41
-123.911	47.289	1.782659824	1.42
-123.907	47.311	1.802659824	1.43
-122.1849	48.098	-0.551554637	1.446828212
-122.185	48.0995	-0.394954637	1.449667173
-121.8147	47.289674	-0.5574	1.466755015
-123.9	47.374	0.962659824	1.47
-121.8315	47.294842	-0.5642	1.496875998
-123.876	47.434	2.092659824	1.52
-123.891	47.459	2.172659824	1.55
-123.921	47.469	2.132659824	1.57
-124.025	47.472	2.072659824	1.58
-124.333	47.543	-0.867340176	1.59
-123.987	47.479	2.132659824	1.59
-124.105	47.492	1.702659824	1.6
-124.143	47.503	1.442659824	1.61
-124.18	47.518	-0.177340176	1.62
-121.1939	47.244904	-0.2377	1.708365952
-122.8998	47.024686	0.1599	1.709162807
-122.9012	47.024158	0.5722	1.712144749
-121.1885	47.241329	-0.0502	1.714821199
-121.1755	47.234104	-0.2309	1.732072517
-121.1527	47.22168	-0.245	1.763994662
-121.1343	47.217274	-0.5786	1.794964187
-121.8147	47.289674	-0.5921	1.7981015
-123.811	46.977135	1.6683	1.81048815
-121.1148	47.214033	-0.4954	1.829255809
-121.1116	47.213525	-0.3705	1.834935087
-121.8298	47.294341	-0.5156	1.838727128
-121.0943	47.20832	-0.6484	1.864225347
-121.839	47.297891	-0.4183	1.8653003
-121.0834	47.204507	-0.4263	1.882566855
-121.0769	47.202269	-0.5514	1.893611847
-121.8537	47.304826	-0.6334	1.910794254
-121.0563	47.195092	-0.5377	1.928963275
-121.0444	47.186384	-0.1351	1.947273311
-122.8513	47.0415	-0.907454637	1.951079774
-121.0336	47.181463	-0.538	1.965728416
-121.9073	47.328645	-0.7856	2.075721968
-122.2511	47.858533	-0.4717	2.094471744
-121.9268	47.322365	-1.5354	2.106828934
-121.9382	47.325299	-0.8616	2.13862326
-122.2301	47.884444	-0.8752	2.15744138
-122.2298	47.884871	-0.612	2.15845013
-121.9593	47.356904	-0.7295	2.248361898
-122.001	47.362792	-0.5486	2.355691201
-122.3543	48.6166	-0.322554637	2.447716547
-122.3543	48.6166	0.208645363	2.447716547
-122.04692	47.357974	-0.4233	2.45715922
-122.0525	47.357969	-0.7771	2.470849081
-122.9999	46.8146	-0.490954637	2.487161602
-122.0806	47.358163	-0.749	2.540962867
-122.3718	48.6642	0.276545363	2.544204471
-122.3731	48.6658	-0.227454637	2.547522745
-122.3765	48.6673	0.378645363	2.550852129
-122.3749	48.6674	-0.227454637	2.55089261
-122.3883	48.6736	0.984645363	2.564750553
-122.3912	48.6752	0.773545363	2.568306566
-122.9764	46.7164	-1.042054637	2.611285828
-122.4596	48.6975	-0.227554637	2.625579444
-122.4618	48.6975	0.514645363	2.626129063
-122.9719	46.7005	-0.939854637	2.631645055
-122.1212	47.357991	-0.7972	2.643665777
-122.1521	47.357992	-1.026	2.723525698
-122.2513	47.858558	-0.5067	2.761471475
-122.2502	47.859489	-0.6997	2.765198457
-122.176	47.363289	-0.3592	2.793758932
-122.19	47.36834	-1.0603	2.837829828
-122.2346	47.881553	-1.1909	2.843272029
-122.2314	47.883594	-0.805	2.852314553
-122.2312	47.883756	-0.6822	2.852977459
-122.2264	47.887394	-1.1383	2.8682066
-122.211	47.375289	-0.8925	2.903079124
-122.5957	48.891	0.506945363	3.052694708
-122.5955	48.8911	-0.432754637	3.05280761
-122.6455	48.9275	0.581645363	3.145971533
-122.6458	48.9276	-0.269554637	3.146307747
-122.901	46.2817	-1.312454637	3.292045571
-122.8976	46.1421	-0.664854637	3.547211791
-122.8559	46.0326	-0.711954637	3.72409275
-123.85667	45.70917	1.012659824	0.4
-123.8875	45.68694	1.022659824	0.4
-123.83806	45.74889	0.802659824	0.41
-123.85417	45.72889	1.032659824	0.41
-123.83333	45.76139	1.092659824	0.42
-123.83028	45.7725	1.142659824	0.42
-123.88972	45.71056	1.152659824	0.42
-123.82333	45.78056	1.152659824	0.42
-123.91694	45.99889	2.222659824	0.42
-123.92861	45.99333	2.272659824	0.42
-123.92806	45.995	2.382659824	0.42
-123.77056	45.83889	0.872659824	0.43
-123.77944	45.82694	0.952659824	0.43
-123.81389	45.795	1.112659824	0.43
-123.91417	45.935	2.402659824	0.43
-123.925	45.95306	2.432659824	0.43
-123.91694	45.99889	2.552659824	0.43
-123.76889	45.81333	0.732659824	0.44
-123.76472	45.85222	0.862659824	0.44
-123.75833	45.88361	1.092659824	0.44
-123.75889	45.90167	1.092659824	0.44
-123.76139	45.87583	1.232659824	0.44
-123.78639	45.90722	1.462659824	0.44
-123.88444	45.91139	1.852659824	0.44
-123.80389	45.90778	1.992659824	0.44
-123.92167	45.94694	2.442659824	0.44
-123.92333	45.9675	2.442659824	0.44
-123.92222	45.68861	1.272659824	0.84
-123.83306	45.76139	0.722659824	1.16
-123.92222	45.99194	2.492659824	1.25
-123.92222	45.98694	2.372659824	1.26
-123.88417	45.91139	1.872659824	1.36
-123.89	45.91639	2.272659824	1.36
-123.87278	45.90361	1.422659824	1.37
-123.75528	45.8925	1.012659824	1.38
-123.80417	45.90778	1.592659824	1.38
-123.82667	45.90833	1.752659824	1.38
-120.9372	47.193277	-0.1779	2.158688655
-123.45	48.65	0.959272604	0.61010245
-122.3383	47.6017	-0.626967538	0.426497362
-122.7567	48.1117	-0.331713231	0.59319474
-123.9667	46.7067	0.633429012	1.288518529
-122.7567	48.8633	1.518420264	0.259672871
-123.3667	48.4167	0.5586176	0.594995798
-123.44	48.125	1.106708323	0.65553032
-124.6367	47.9133	-0.883112417	0.70500591
-123.7683	46.2067	1.350872483	0.489523578
-123.01	48.5467	0.447935323	0.836440873
-124.6117	48.3667	3.134962472	0.748612049
-123.45	48.7667	0.971953292	1.785599806
-124.4167	48.55	-0.651326398	1.061268895
-123.952013	46.202688	2.3	1.35
-124.045	44.625	-1.141746809	0.453458929
-122.9	49.1833	2.860487197	3.194317872
-123.1833	49.1167	0.536565809	0.991778705
-124.3217	43.345	0.578833528	0.585910972
-124.495	42.7383	0.798932323	0.736495078
-123.1167	49.2833	0.622067453	0.792035353
-123.25	49.3333	0.644429719	0.469712678
-123.9183	45.555	-2.634947477	0.121655251
-124.8167	49.2333	2.209482594	0.248260616
